shapeid,x,y,Street_ID,Pole_Num,PoleID,StreetName,StreetSuff,Intersecti,Neighborho,Descriptio,Owner,FixtureTyp,NumLamps,Lamp1,Lamp2,LEDchk,EditDate
5558,-71.11886804,42.37343516,901,M1,901-M1,HARVARD SQUARE PIT,NULL,HARVARD SQUARE PIT,0,Harvard Sq Barrell Flood,NULL,NULL,4,901-M1A,901-M1B,Yes,2014
5559,-71.11896161,42.37344626,901,M2,901-M2,HARVARD SQUARE PIT,NULL,HARVARD SQUARE PIT,0,Harvard Sq Barrell Flood,NULL,NULL,4,901-M2A,901-M2B,Yes,2014
5574,-71.12097312,42.37295542,902,M,902-M,ELIOT STREET PLAZA,ST,ELIOT ST,0,Harvard Sq Barrell Flood,NULL,NULL,4,902-MA,902-MB,Yes,2014
5983,-71.10203753,42.36515811,36,P3,36-P3,BISHOP ALLEN LOT 5,NULL,BISHOP ALLEN DR,5,Security Flood,City,NULL,4,36-P3A,36-P3B,Yes,2014
4126,-71.10323202,42.35817069,716,15,716-15,MERRIAM,ST,MERRIAM ST,0,Cobrahead,Private,NULL,3,716-15,NULL,NULL,2014
4054,-71.11763827,42.37599454,113-,143,113-143,CAMBRIDGE,ST,CAMBRIDGE ST,9,Cobrahead,City,A2,2,113-143A,113-143B,Yes,2014
4055,-71.11613981,42.3756774,113-,139,113-139,CAMBRIDGE,ST,CAMBRIDGE ST,6,Cobrahead,City,A2,2,113-139A,113-139B,Yes,2014
4056,-71.11582193,42.37562465,113-,137,113-137,CAMBRIDGE,ST,CAMBRIDGE ST,6,Cobrahead,City,A2,2,113-137A,113-137B,Yes,2014
4057,-71.11549547,42.37558809,113-,135,113-135,CAMBRIDGE,ST,BROADWAY,6,Cobrahead,City,A2,2,113-135A,113-135B,Yes,2014
4058,-71.11518413,42.37556118,113-,11,113-133,CAMBRIDGE,ST,CAMBRIDGE ST,6,Cobrahead,City,A2,2,113-133A,113-133B,Yes,2014
4062,-71.08069112,42.36825476,667-,29,667-29,THIRD,ST,HURLEY ST,1,Cobrahead,City,A2 / A3,2,667-29A,667-29B,Yes,2014
4074,-71.12081397,42.3815849,629-,4,629-4,SHEPARD,ST,RUTLAND ST,9,Cobrahead,City,A2 / A3,2,629-4A,629-4B,Yes,2014
4075,-71.1459768,42.37562252,1-,1,1-Jan,ABERDEEN,AVE,ABERDEEN AVE,10,Cobrahead,City,A3,2,1-1A,1-1B,Yes,2014
4076,-71.1460941,42.37588482,1-,3,3-Jan,ABERDEEN,AVE,ABERDEEN AVE,10,Cobrahead,City,A3,2,1-3A,1-3B,Yes,2014
4077,-71.14622554,42.37617332,1-,5,5-Jan,ABERDEEN,AVE,ABERDEEN AVE,10,Cobrahead,City,A3,2,1-5A,1-5B,Yes,2014
4078,-71.14634885,42.37646131,1-,7,7-Jan,ABERDEEN,AVE,ABERDEEN AVE,10,Cobrahead,City,A3,2,1-7A,1-7B,Yes,2014
4079,-71.1464613,42.37671274,1-,9,9-Jan,ABERDEEN,AVE,ABERDEEN AVE,10,Cobrahead,City,A3,2,1-9A,1-9B,Yes,2014
4080,-71.14670116,42.37725852,1-,13,13-Jan,ABERDEEN,AVE,ABERDEEN AVE,10,Cobrahead,City,A3,2,1-13A,1-13B,Yes,2014
4081,-71.14680777,42.37749642,1-,15,15-Jan,ABERDEEN,AVE,ABERDEEN AVE,10,Cobrahead,City,A3,2,1-15A,1-15B,Yes,2014
4082,-71.14693564,42.37779135,1-,17,17-Jan,ABERDEEN,AVE,ABERDEEN AVE,10,Cobrahead,City,A3,2,1-17A,1-17B,Yes,2014
4083,-71.14704534,42.37803339,1-,19,19-Jan,ABERDEEN,AVE,ABERDEEN AVE,10,Cobrahead,City,A3,2,1-19A,1-19B,Yes,2014
4084,-71.14716314,42.37830426,1-,21,21-Jan,ABERDEEN,AVE,ABERDEEN AVE,10,Cobrahead,City,A3,2,1-21A,1-21B,Yes,2014
4095,-71.10362353,42.36149183,102,26,102-26,BROOKLINE,ST,BROOKLINE ST,0,1907,NULL,NULL,2,102-26,NULL,Yes,2014
4099,-71.12566173,42.39016792,477-,6,477-6,MEAD,ST,COGSWELL AVE,11,Cobrahead,City,A3,2,477-6A,477-6B,Yes,2014
4100,-71.09785105,42.36522857,709-,39,709-39,WASHINGTON,ST,PINE ST,4,Cobrahead,City,A3,2,709-39A,709-39B,Yes,2014
4103,-71.10379777,42.35767649,240-,4,240-4,ERIE,ST,WAVERLY ST,5,Cobrahead,City,A2 / A3F,2,240-4A,240-4B,Yes,2014
4104,-71.15073854,42.39226026,640-,14,640-14,SMITH,PL,ADLEY RD,12,Cobrahead,City,A3,2,640-14A,640-14B,Yes,2014
4106,-71.08303159,42.37219994,304-,27,304-27,GORE,ST,FIFTH ST,1,Cobrahead,City,A2 / A3,2,304-27A,304-27B,Yes,2014
4108,-71.08646354,42.37297812,304-,48,304-48,GORE,ST,LAMBERT ST,1,Cobrahead,City,A2,2,304-48A,304-48B,Yes,2014
4109,-71.08123902,42.3719675,304-,21,304-21,GORE,ST,SCIARAPPA ST,1,Cobrahead,City,A2 / A3,2,304-21A,304-21B,Yes,2014
4110,-71.07962152,42.37165788,304-,14,304-14,GORE,ST,THIRD ST,1,Cobrahead,City,A2,2,304-14A,304-14B,Yes,2014
4111,-71.10732782,42.36669979,311-,47,311-47,GREEN,ST,SELLERS ST,7,Cobrahead,City,A2,2,311-47A,311-47B,Yes,2014
4115,-71.11075519,42.37824919,391-,25,391-25,IRVING,ST,SCOTT ST,8,Cobrahead,City,A2 / A3,2,391-25A,391-25B,Yes,2014
4116,-71.09611364,42.36840112,466-,21,466-21,MARKET,ST,UNION ST,4,Cobrahead,City,A3,2,466-21A,466-21B,Yes,2014
4118,-71.10001023,42.36697089,510-,19,510-19,NORFOLK,ST,WORCESTER ST,4,Cobrahead,City,A3,2,510-19A,510-19B,Yes,2014
4119,-71.12668338,42.38582051,575-,22,575-22,RAYMOND,ST,WEST BELLEVUE AVE,9,Cobrahead,City,A2 / A3,2,575-22A,575-22B,Yes,2014
4121,-71.07930963,42.36807554,625-,21,625-21,SECOND,ST,HURLEY ST,1,Cobrahead,City,A2 / A3,2,625-21A,625-21B,Yes,2014
4122,-71.0794332,42.36751928,625-,25,625-25,SECOND,ST,CHARLES ST,1,Cobrahead,City,A2 / A3,2,625-25A,625-25B,Yes,2014
4123,-71.09641364,42.36255456,NULL,NULL,651-12,STATE,ST,STATE ST,0,NULL,NULL,NULL,2,651-12,NULL,NULL,NULL
4124,-71.09702297,42.36505183,709-,35,709-35,WASHINGTON,ST,CHERRY ST,4,Cobrahead,City,A3,2,709-35A,709-35B,Yes,2014
4128,-71.137077,42.39373219,587-,56,587-56,RINDGE,AVE,RINDGE AVE,11,Cobrahead,City,A2 / A3,2,587-56A,587-56B,Yes,2014
4132,-71.12928241,42.39120375,688-,7,688-7,VAN NORDEN,ST,YERXA ST,11,Cobrahead,City,A3,2,688-7A,688-7B,Yes,2014
4136,-71.11966942,42.38894953,471-,210,471-210,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,11,Cobrahead,City,A1,2,471-210A,471-210B,Yes,2014
4138,-71.13544624,42.3825164,697-,86,697-86,WALDEN,ST,WALDEN ST,10,Cobrahead,City,A2,2,697-86A,697-86B,Yes,2014
4139,-71.11951408,42.37646122,471-,154,471-154,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,9,Cobrahead,City,A1,2,471-154A,471-154B,Yes,2014
4151,-71.08519567,42.37024247,668-,30,668-30,THORNDIKE,ST,SIXTH STREET,1,Cobrahead,City,A3,2,668-30A,668-30B,Yes,2014
4152,-71.08275925,42.37275742,738-,14,738-14,WINTER,ST,FIFTH ST,1,Cobrahead,City,A2 / A3,2,738-14A,738-14B,Yes,2014
4153,-71.0811123,42.37254544,738-,8,738-8,WINTER,ST,SCIARAPPA ST,1,Cobrahead,City,A2 / A3,2,738-8A,738-8B,Yes,2014
4162,-71.1060578,42.36691607,471,M134,471-M134,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,6,Selux,City,NULL,2,471-M134A,471-M134B,Yes,2014
4887,-71.10677378,42.36079065,538-,30,538-30,PEARL,ST,VALENTINE ST,5,Cobrahead,City,A2 / A3,2,538-30A,538-30B,Yes,2014
4889,-71.10828549,42.3579796,720-,3,720-3,WESTACOTT,CT,WESTACOTT CT,5,Cobrahead,City,A3,2,720-3A,720-3B,Yes,2014
4901,-71.11192317,42.36231881,248-,1,248-1,FAIRMONT,AVE,FAIRMONT ST,5,Cobrahead,City,A3,2,248-1A,248-1B,Yes,2014
4902,-71.1094963,42.35591171,102-,78,102-78,BROOKLINE,ST,BROOKLINE ST,5,Cobrahead,City,A2 / A3,2,102-78A,102-78B,Yes,2014
4908,-71.08606807,42.36975257,645-,39,645-39,SPRING,ST,SEVENTH ST,1,Cobrahead,City,A3,2,645-39A,645-39B,Yes,2014
4909,-71.14659143,42.37699724,1-,11,11-Jan,ABERDEEN,AVE,ABERDEEN AVE,10,Cobrahead,City,A3,2,1-11A,1-11B,Yes,2014
4910,-71.11986428,42.3711946,221-,12,221-12,DUNSTER,ST,SOUTH ST,7,Cobrahead,City,A3,2,221-12A,221-12,Yes,2014
4911,-71.08351773,42.37011926,262-,19,262-19,FIFTH,ST,THORNDIKE ST,1,Cobrahead,City,A3,2,262-19A,262-19B,Yes,2014
4912,-71.08372354,42.36864549,262-,26,262-26,FIFTH,ST,HURLEY ST,1,Cobrahead,City,A3,2,262-26A,262-26B,Yes,2014
4913,-71.0841748,42.36673199,262-,40,262-40,FIFTH,ST,ROGERS ST.,1,Cobrahead,City,A2 / A3,2,262-40A,262-40B,Yes,2014
4914,-71.1095252,42.36774441,327-,8,327-8,HANCOCK,ST,HANCOCK ST,7,Cobrahead,City,A2 / A3,2,327-8A,327-8B,Yes,2014
4915,-71.09402614,42.3669618,466-,5,466-5,MARKET,ST,CLARK ST,4,Cobrahead,City,A3,2,466-5A,466-5B,Yes,2014
4916,-71.08749821,42.36917052,509-,18,509-18,FULKERSON,ST,FULKERSON ST,1,Cobrahead,City,A2,2,509-18A,509-18B,Yes,2014
4917,-71.08551653,42.36886845,636-,23,636-23,SIXTH,ST,HURLEY ST,1,Cobrahead,City,A3,2,636-23A,636-23B,Yes,2014
4918,-71.0863663,42.3704759,668-,35,668-35,THORNDIKE,ST,EIGHTH STREET,1,Cobrahead,City,A3,2,668-35A,668-35B,Yes,2014
4920,-71.10583951,42.36678985,471,M132,471-M132,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,6,Selux,City,NULL,2,471-M132A,471-M132B,Yes,2014
5050,-71.09971576,42.3631343,471,M60,471-M60,MASSACHUSETTS,AVE,SIDNEY ST EXT,5,1907,City,NULL,2,471-M60A,471-M60B,Yes,2014
5051,-71.10009951,42.36337849,471,M62.5,471-M62.5,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,5,1907,City,NULL,2,471-M62.5A,471-M62.5B,Yes,2014
5052,-71.09988644,42.36325281,471,M62,471-M62,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,5,1907,City,NULL,2,471-M62A,471-M62B,Yes,2014
5053,-71.09990961,42.36350142,166,M0,166-M0,COLUMBIA,ST,MAIN ST,5,1907,City,NULL,2,166-M0A,166-M0B,Yes,2014
5054,-71.0997772,42.36335449,462,M70,462-M70,MAIN,ST,MAIN ST,5,1907,City,NULL,2,462-M70A,462-M70B,Yes,2014
5055,-71.099628,42.36319354,41,M3,41-M3,SIDNEY EXT,ST,SIDNEY ST EXT,5,1907,City,NULL,2,41-M3A,41-M3B,Yes,2014
5056,-71.09958803,42.36330721,41,M1,41-M1,SIDNEY EXT,ST,SIDNEY ST EXT,5,1907,City,NULL,2,41-M1A,41-M1B,Yes,2014
5413,-71.11542066,42.37200224,471,119,471-119,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-119A,471-119B,Yes,2014
5414,-71.11522371,42.37200759,471,118,471-118,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-118A,471-118B,Yes,2014
5415,-71.11538561,42.37213922,471,120,471-120,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-120A,471-120B,Yes,2014
5416,-71.11556835,42.37212177,471,121,471-121,MASSACHUSETTS,AVE,BOW ST,0,Acorn,NULL,NULL,2,471-121A,471-121B,Yes,2014
5417,-71.11539985,42.37224487,471,122,471-122,MASSACHUSETTS,AVE,HARVARD ST,0,Acorn,NULL,NULL,2,471-122A,471-122B,Yes,2014
5418,-71.11520955,42.37226659,338,78,338-78,HARVARD,ST,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,338-78A,338-78B,Yes,2014
5419,-71.11501481,42.37232335,338,77,338-77,HARVARD,ST,QUINCY ST,0,Acorn,NULL,NULL,2,338-77A,338-77B,Yes,2014
5420,-71.11527893,42.37239151,338,79,338-79,HARVARD,ST,QUINCY ST,0,Acorn,NULL,NULL,2,338-79A,338-79B,Yes,2014
5421,-71.11547741,42.37244673,471,124,471-124,MASSACHUSETTS,AVE,HARVARD ST,0,Acorn,NULL,NULL,2,471-124A,471-124B,Yes,2014
5422,-71.11563259,42.37248903,471,126,471-126,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-126A,471-126B,Yes,2014
5423,-71.11582809,42.37252726,471,128,471-128,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-128A,471-128B,Yes,2014
5424,-71.1159941,42.37261928,471,130,471-130,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-130A,471-130B,Yes,2014
5425,-71.11619946,42.37271278,471,132,471-132,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-132A,471-132B,Yes,2014
5426,-71.11644087,42.37278115,471,134,471-134,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-134A,471-134B,Yes,2014
5427,-71.11663559,42.37283119,471,136,471-136,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-136A,471-136B,Yes,2014
5428,-71.11680828,42.37287884,471,138,471-138,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-138A,471-138B,Yes,2014
5429,-71.11710588,42.37295999,471,140,471-140,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-140A,471-140B,Yes,2014
5430,-71.11729897,42.37301268,471,142,471-142,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-142A,471-142B,Yes,2014
5431,-71.11756881,42.37308497,471,144,471-144,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-144A,471-144B,Yes,2014
5432,-71.11575957,42.3721481,84,1,84-1,BOW,ST,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,84-1A,84-1B,Yes,2014
5433,-71.11570718,42.37223201,471,123,471-123,MASSACHUSETTS,AVE,BOW ST,0,Acorn,NULL,NULL,2,471-123A,471-123B,Yes,2014
5434,-71.11567275,42.37233825,471,125,471-125,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-125A,471-125B,Yes,2014
5435,-71.11582874,42.37233791,471,127,471-127,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-127A,471-127B,Yes,2014
5436,-71.11607404,42.37249878,471,129,471-129,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-129A,471-129B,Yes,2014
5437,-71.11626431,42.37259242,471,131,471-131,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-131A,471-131B,Yes,2014
5460,-71.11651288,42.37264344,471,133,471-133,MASSACHUSETTS,AVE,PLYMPTON ST,0,Acorn,NULL,NULL,2,471-133A,471-133B,Yes,2014
5461,-71.11670195,42.37269411,471,135,471-135,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-135A,471-135B,Yes,2014
5462,-71.11688185,42.37274447,471,137,471-137,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-137A,471-137B,Yes,2014
5463,-71.11706238,42.3727919,471,139,471-139,MASSACHUSETTS,AVE,LINDEN ST,0,Acorn,NULL,NULL,2,471-139A,471-139B,Yes,2014
5464,-71.11736456,42.37288352,471,141,471-141,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-141A,471-141B,Yes,2014
5468,-71.11800947,42.37306106,471,M147,471-M147,MASSACHUSETTS,AVE,HOLYOKE ST,0,Acorn,NULL,NULL,2,471-M147A,471-M147B,Yes,2014
5469,-71.11820618,42.37311773,471,M149,471-M149,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M149A,471-M149B,Yes,2014
5470,-71.11835733,42.3731827,471,M151,471-M151,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M151A,471-M151B,Yes,2014
5471,-71.11856406,42.3732415,471,M153,471-M153,MASSACHUSETTS,AVE,DUNSTER ST,0,Acorn,NULL,NULL,2,471-M153A,471-M153B,Yes,2014
5472,-71.11877083,42.3732953,471,M158,471-M158,MASSACHUSETTS,AVE,DUNSTER ST,0,Acorn,NULL,NULL,2,471-M158A,471-M158B,Yes,2014
5473,-71.11876338,42.37340507,471,M160,471-M160,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M160A,471-M160B,Yes,2014
5474,-71.11885523,42.37352118,471,M162,471-M162,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M162A,471-M162B,Yes,2014
5475,-71.11888036,42.37362847,471,M166,471-M166,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M166A,471-M166B,Yes,2014
5476,-71.11902353,42.37366559,471,M165,471-M165,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M165A,471-M165B,Yes,2014
5477,-71.11914319,42.37350573,471,M161,471-M161,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M161A,471-M161B,Yes,2014
5478,-71.11924736,42.37342665,471,M159,471-M159,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M159A,471-M159B,Yes,2014
5479,-71.11935883,42.37337734,471,M155,471-M155,MASSACHUSETTS,AVE,JFK ST,0,Acorn,NULL,NULL,2,471-M155A,471-M155B,Yes,2014
5480,-71.11793914,42.37319204,471,M148,471-M148,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M148A,471-M148B,Yes,2014
5482,-71.11813846,42.37324379,471,M150,471-M150,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M150A,471-M150B,Yes,2014
5483,-71.1183011,42.37328901,471,M152,471-M152,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M152A,471-M152B,Yes,2014
5484,-71.11848138,42.37336263,471,M154,471-M154,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M154A,471-M154B,Yes,2014
5485,-71.11861769,42.37346252,471,M156,471-M156,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M156A,471-M156B,Yes,2014
5486,-71.1187019,42.3735659,471,M164?,471-M164?,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M164?A,471-M164?B,Yes,2014
5487,-71.11874882,42.37365797,471,M168,471-M168,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M168A,471-M168B,Yes,2014
5488,-71.11877976,42.37377124,471,M170,471-M170,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M170A,471-M170B,Yes,2014
5489,-71.11877364,42.37392178,471,M172,471-M172,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M172A,471-M172B,Yes,2014
5490,-71.11874687,42.37405563,471,M174,471-M174,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M174A,471-M174B,Yes,2014
5491,-71.11871907,42.37420957,471,M176,471-M176,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M176A,471-M176B,Yes,2014
5492,-71.11869702,42.37431652,471,M178,471-M178,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M178A,471-M178B,Yes,2014
5493,-71.11864512,42.3744644,471,M184,471-M184,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M184A,471-M184B,Yes,2014
5494,-71.11860787,42.37463721,471,M186,471-M186,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M186A,471-M186B,Yes,2014
5495,-71.11853112,42.37479027,471,M190,471-M190,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M190A,471-M190B,Yes,2014
5496,-71.11850235,42.37491224,471,M192,471-M192,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M192A,471-M192B,Yes,2014
5497,-71.1187419,42.37467573,471,M180,471-M180,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M180A,471-M180B,Yes,2014
5498,-71.11871362,42.3748051,471,M182,471-M182,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M182A,471-M182B,Yes,2014
5499,-71.11868544,42.37493708,471,M188,471-M188,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M188A,471-M188B,Yes,2014
5506,-71.11898531,42.37491974,471,M189,471-M189,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M189A,471-M189B,Yes,2014
5507,-71.11893004,42.37478981,471,M187,471-M187,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M187A,471-M187B,Yes,2014
5508,-71.11886801,42.37465641,471,M181,471-M181,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M181A,471-M181B,Yes,2014
5510,-71.1191069,42.37490936,471,M191,471-M191,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M191A,471-M191B,Yes,2014
5511,-71.1190481,42.3747795,471,M?,471-M?,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M?A,471-M?B,Yes,2014
5512,-71.11898446,42.3746386,471,M183,471-M183,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M183A,471-M183B,Yes,2014
5513,-71.11896824,42.37450098,471,M179,471-M179,MASSACHUSETTS,AVE,CHURCH ST,0,Acorn,NULL,NULL,2,471-M179A,471-M179B,Yes,2014
5514,-71.11898033,42.37435707,471,M177,471-M177,MASSACHUSETTS,AVE,CHURCH ST,0,Acorn,NULL,NULL,2,471-M177A,471-M177B,Yes,2014
5515,-71.11895793,42.37423169,471,M175,471-M175,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M175A,471-M175B,Yes,2014
5516,-71.11902108,42.37410573,471,M173,471-M173,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M173A,471-M173B,Yes,2014
5517,-71.11908132,42.37397774,471,M171,471-M171,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M171A,471-M171B,Yes,2014
5518,-71.11915409,42.37385852,471,M169,471-M169,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M169A,471-M169B,Yes,2014
5519,-71.11920037,42.37371645,471,M167,471-M167,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M167A,471-M167B,Yes,2014
5520,-71.11928728,42.37359609,471,M163,471-M163,MASSACHUSETTS,AVE,MASSACHUSETTS AVE,0,Acorn,NULL,NULL,2,471-M163A,471-M163B,Yes,2014
5521,-71.11948064,42.37348636,471,M157,471-M157,MASSACHUSETTS,AVE,BRATTLE ST,0,Acorn,NULL,NULL,2,471-M157A,471-M157B,Yes,2014
5560,-71.12317685,42.37337047,490,?,490-?,MT AUBURN,ST,UNIVERSITY RD,0,Acorn,NULL,NULL,2,490-?A,490-?B,Yes,2014
5561,-71.12342955,42.37346359,490,?,490-?,MT AUBURN,ST,MT AUBURN RD,0,Acorn,NULL,NULL,2,490-?A,490-?B,Yes,2014
5562,-71.12300714,42.37345888,490,?,490-?,MT AUBURN,ST,MT AUBURN RD,0,Acorn,NULL,NULL,2,490-?A,490-?B,Yes,2014
5563,-71.12315314,42.37351289,490,?,490-?,MT AUBURN,ST,STORY ST,0,Acorn,NULL,NULL,2,490-?A,490-?B,Yes,2014
5631,-71.08431156,42.36287117,99,M,99-M,BROADWAY @ THIRD,NULL,THIRD ST,0,Shoebox,NULL,NULL,2,99-MA,99-MB,Yes,2014
5632,-71.08451262,42.36263124,99,M,99-M,BROADWAY @ THIRD,NULL,THIRD ST,0,Shoebox,NULL,NULL,2,99-MA,99-MB,Yes,2014
5644,-71.08837782,42.36113676,12,M11,12-M11,AMES,ST,AMES ST,0,1907,NULL,`,2,12-M11A,12-M11B,Yes,2014
5645,-71.08820965,42.36083898,12,M13,12-M13,AMES,ST,AMES ST,0,1907,NULL,`,2,12-M13A,12-M13B,Yes,2014
5702,-71.07629583,42.36704893,31,M4,31-M4,CAMBRIDGESIDE,PL,CAMBRIDGESIDE PL,0,1907,NULL,NULL,2,31-M4A,31-M4B,Yes,2014
5703,-71.07649506,42.36707448,31,M6,31-M6,CAMBRIDGESIDE,PL,CAMBRIDGESIDE PL,0,1907,NULL,NULL,2,31-M6A,31-M6B,Yes,2014
5821,-71.1419825,42.39463652,587,M4,587-M4,CAMBRIDGEPARK,DR,CAMBRIDGEPARK DR,0,Shoebox,NULL,NULL,2,587-M4A,587-M4B,Yes,2014
5822,-71.14157882,42.39465394,587,M3,587-M3,CAMBRIDGEPARK,DR,CAMBRIDGEPARK DR,0,Shoebox,NULL,NULL,2,587-M3A,587-M3B,Yes,2014
5823,-71.14114162,42.39467381,587,M2,587-M2,CAMBRIDGEPARK,DR,CAMBRIDGEPARK DR,0,Shoebox,NULL,NULL,2,587-M2A,587-M2B,Yes,2014
5824,-71.14073943,42.39469284,587,M1,587-M1,CAMBRIDGEPARK,DR,CAMBRIDGEPARK DR,0,Shoebox,NULL,NULL,2,587-M1A,587-M1B,Yes,2014
5834,-71.10383768,42.36995524,64,M?,64-M?,WEST,PL,INMAN PL,6,Bega,City,NULL,2,64-M?A,?-M?B,Yes,2014
5835,-71.10374275,42.3700899,64,M?,64-M?,WEST,PL,WEST PL,6,Bega,City,NULL,2,64-M?A,?-M?B,Yes,2014
5836,-71.1036489,42.37024184,64,M?,64-M?,WEST,PL,BROADWAY,6,Bega,City,NULL,2,64-M?A,?-M?B,Yes,2014
