shapeid,x,y,Street_ID,Pole_Num,PoleID,StreetName,StreetSuff,Intersecti,Neighborho,Descriptio,Owner,FixtureTyp,NumLamps,Lamp1,Lamp2,LEDchk,EditDate
1008,-71.13459963,42.38491995,174-,7,174-7,COPLEY,ST,COPLEY ST,9,Cobrahead,City,A3,1,174-7,NULL,Yes,2014
1009,-71.13528226,42.38509188,255-,53,255-53,FAYERWEATHER,ST,COPLEY ST,9,Cobrahead,City,A3,1,255-53,NULL,Yes,2014
1010,-71.13547936,42.38487746,255-,51,255-51,FAYERWEATHER,ST,FAYERWEATHER ST,9,Cobrahead,City,A3,1,255-51,NULL,Yes,2014
1011,-71.13563034,42.38469386,255-,49,255-49,FAYERWEATHER,ST,CONCORD AVE,9,Cobrahead,City,A3,1,255-49,NULL,Yes,2014
1012,-71.13493985,42.38427188,170-,59,170-59,CONCORD,AVE,CONCORD AVE,9,Cobrahead,City,A2,1,170-59,NULL,Yes,2014
1013,-71.13627704,42.38408373,255-,44,255-44,FAYERWEATHER,ST,SAVILLE ST,10,Cobrahead,City,A2,1,255-44,NULL,Yes,2014
1014,-71.13599654,42.38394466,620-,17,620-17,SAVILLE,ST,GRANVILLE RD,10,Cobrahead,City,A3,1,620-17,NULL,Yes,2014
1015,-71.13570227,42.38381426,620-,15,620-15,SAVILLE,ST,GRANVILLE RD,10,Cobrahead,City,A3,1,620-15,NULL,Yes,2014
1016,-71.13600801,42.38363078,310-,18,310-18,GRANVILLE,RD,GRANVILLE RD,10,Cobrahead,City,A3,1,310-18,NULL,Yes,2014
1017,-71.13646773,42.38384691,255-,42,255-42,FAYERWEATHER,ST,FAYERWEATHER ST,10,Cobrahead,City,A2,1,255-42,NULL,Yes,2014
1018,-71.13686583,42.38334871,255-,38,255-38,FAYERWEATHER,ST,VASSAL LN,10,Cobrahead,City,A2,1,255-38,NULL,Yes,2014
1019,-71.13735726,42.38333047,689-,18,689-18,VASSAL,LN,VASSAL LN,10,Cobrahead,City,A2,1,689-18,NULL,Yes,2014
1020,-71.13699864,42.38321087,689-,16,689-16,VASSAL,LN,FAYERWEATHER ST,10,Cobrahead,City,A2,1,689-16,NULL,Yes,2014
1021,-71.13687669,42.38303909,255-,37,255-37,FAYERWEATHER,ST,VASSAL LN,10,Cobrahead,City,A2,1,255-37,NULL,Yes,2014
1022,-71.13664212,42.38304899,689-,14,689-14,VASSAL,LN,VASSAL LN,10,Cobrahead,City,A2,1,689-14,NULL,Yes,2014
1023,-71.13608789,42.38308983,310-,14,310-14,GRANVILLE,RD,GRANVILLE RD,10,Cobrahead,City,A3,1,310-14,NULL,Yes,2014
1024,-71.13630098,42.38289819,689-,12,689-12,VASSAL,LN,GRANVILLE RD,10,Cobrahead,City,A2,1,689-12,NULL,Yes,2014
1025,-71.13695474,42.38270921,255-,35,255-35,FAYERWEATHER,ST,FAYERWEATHER ST,10,Cobrahead,City,A2,1,255-35,NULL,Yes,2014
1026,-71.13620868,42.38273861,310-,11,310-11,GRANVILLE,RD,VASSAL LN,10,Cobrahead,City,A3,1,310-11,NULL,Yes,2014
1027,-71.13626254,42.38250682,310-,9,310-9,GRANVILLE,RD,GRANVILLE RD,10,Cobrahead,City,A3,1,310-9,NULL,Yes,2014
1028,-71.13702624,42.3823929,255-,33,255-33,FAYERWEATHER,ST,FAYERWEATHER ST,10,Cobrahead,City,A2,1,255-33,NULL,Yes,2014
1029,-71.13631828,42.3822631,310-,7,310-7,GRANVILLE,RD,GRANVILLE RD,10,Cobrahead,City,A3,1,310-7,NULL,Yes,2014
1030,-71.13636783,42.38202965,310-,5,310-5,GRANVILLE,RD,GRANVILLE RD,10,Cobrahead,City,A3,1,310-5,NULL,Yes,2014
1031,-71.13642206,42.38177578,310-,3,310-3,GRANVILLE,RD,GRANVILLE RD,10,Cobrahead,City,A3,1,310-3,NULL,Yes,2014
1032,-71.1370883,42.38211098,255-,31,255-31,FAYERWEATHER,ST,FAYERWEATHER ST,10,Cobrahead,City,A2,1,255-31,NULL,Yes,2014
1033,-71.13717372,42.38173019,255-,29,255-29,FAYERWEATHER,ST,FAYERWEATHER ST,10,Cobrahead,City,A2,1,255-29,NULL,Yes,2014
1034,-71.13722254,42.38148614,255-,27,255-27,FAYERWEATHER,ST,HURON AVE,10,Cobrahead,City,A2,1,255-27,NULL,Yes,2014
1035,-71.13775936,42.38134791,386-,65,386-65,HURON,AVE,HURON AVE,10,Cobrahead,City,A2,1,386-65,NULL,Yes,2014
1036,-71.13682172,42.38142057,386-,61,386-61,HURON,AVE,HURON AVE,10,Cobrahead,City,A2,1,386-61,NULL,Yes,2014
1037,-71.13647536,42.38154104,310-,1,310-1,GRANVILLE,RD,GRANVILLE RD,10,Cobrahead,City,A3,1,310-1,NULL,Yes,2014
1038,-71.13739021,42.38074101,255-,23,255-23,FAYERWEATHER,ST,FAYERWEATHER ST,10,Cobrahead,City,A2,1,255-23,NULL,Yes,2014
1039,-71.13746221,42.38042517,255-,21,255-21,FAYERWEATHER,ST,FAYERWEATHER ST,10,Cobrahead,City,A2,1,255-21,NULL,Yes,2014
1040,-71.13752921,42.38012755,255-,19,255-19,FAYERWEATHER,ST,FAYERWEATHER ST,10,Cobrahead,City,A2,1,255-19,NULL,Yes,2014
1041,-71.13757689,42.37991945,255-,17,255-17,FAYERWEATHER,ST,GURNEY ST,10,Cobrahead,City,A2,1,255-17,NULL,Yes,2014
1042,-71.13815337,42.37998588,318-,3,318-3,GURNEY,ST,GURNEY ST,10,Cobrahead,City,A3,1,318-3,NULL,Yes,2014
1043,-71.13765027,42.37959391,255-,15,255-15,FAYERWEATHER,ST,FAYERWEATHER ST,10,Cobrahead,City,A2,1,255-15,NULL,Yes,2014
1044,-71.13774682,42.37917214,255-,13,255-13,FAYERWEATHER,ST,LINCOLN LN,10,Cobrahead,City,A2,1,255-13,NULL,Yes,2014
1045,-71.13779586,42.37876543,255-,11,255-11,FAYERWEATHER ST,ST,RESERVOIR ST,10,Cobrahead,City,A2,1,255-11,NULL,Yes,2014
1046,-71.13715037,42.37880347,581-,4,581-4,RESERVOIR,ST,RESERVOIR ST,10,Cobrahead,City,A2,1,581-4,NULL,Yes,2014
1047,-71.13786495,42.37848419,255-,10,255-10,FAYERWEATHER ST,ST,FAYERWEATHER ST,10,Cobrahead,City,A2,1,255-10,NULL,Yes,2014
1048,-71.13775398,42.37810756,255-,8,255-8,FAYERWEATHER ST,ST,FAYERWEATHER ST,10,Cobrahead,City,A2,1,255-8,NULL,Yes,2014
1049,-71.13753979,42.37738846,255-,4,255-4,FAYERWEATHER ST,ST,FAYERWEATHER ST,10,Cobrahead,City,A2,1,255-4,NULL,Yes,2014
1050,-71.13743704,42.37704285,255-,2,255-2,FAYERWEATHER ST,ST,BRATTLE ST,10,Cobrahead,City,A2,1,255-2,NULL,Yes,2014
1051,-71.13706054,42.3769247,92-,58,92-58,BRATTLE,ST,BRATTLE ST,10,Cobrahead,City,A2,1,92-58,NULL,Yes,2014
1052,-71.13660578,42.37687477,92-,57,92-57,BRATTLE,ST,BRATTLE ST,10,Cobrahead,City,A2,1,92-57,NULL,Yes,2014
1053,-71.13744627,42.37672636,92-,59,92-59,BRATTLE,ST,ELMWOOD AVE,10,Cobrahead,City,A2,1,92-59,NULL,Yes,2014
1054,-71.13623197,42.3770598,92-,56,92-56,BRATTLE,ST,BRATTLE ST,10,Cobrahead,City,A2,1,92-56,NULL,Yes,2014
1055,-71.0833459,42.36940137,645-,25,645-25,SPRING,ST,SPRING ST,1,Cobrahead,City,A3,1,645-25,NULL,Yes,2014
1056,-71.08296581,42.36935009,645-,23,645-23,SPRING,ST,SPRING ST,1,Cobrahead,City,A3,1,645-23,NULL,Yes,2014
1057,-71.08279765,42.36922995,645-,24,645-24,SPRING,ST,SPRING ST,1,Cobrahead,City,A3,1,645-24,NULL,Yes,2014
1058,-71.08313239,42.37006661,668-,23,668-23,THORNDIKE,ST,THORNDIKE ST,1,Cobrahead,City,A3,1,668-23,NULL,Yes,2014
1059,-71.08278142,42.37002116,668-,21,668-21,THORNDIKE,ST,THORNDIKE ST,1,Cobrahead,City,A3,1,668-21,NULL,Yes,2014
1060,-71.08344812,42.37042046,262-,17,262-17,FIFTH,ST,FIFTH ST,1,Cobrahead,City,A3,1,262-17,NULL,Yes,2014
1061,-71.08389634,42.37076784,526-,24,526-24,OTIS,ST,OTIS ST.,1,Cobrahead,City,A3,1,526-24,NULL,Yes,2014
1062,-71.08340603,42.3708039,526-,23,526-23,OTIS,ST,FIFTH ST,1,Cobrahead,City,A3,1,526-23,NULL,Yes,2014
1063,-71.08300128,42.3706541,526-,22,526-22,OTIS,ST,OTIS ST,1,Cobrahead,City,A3,1,526-22,NULL,Yes,2014
1064,-71.0825751,42.37059998,526-,20,526-20,OTIS,ST,OTIS ST,1,Cobrahead,City,A3,1,526-20,NULL,Yes,2014
1065,-71.08329307,42.37108256,262-,11,262-11,FIFTH,ST,FIFTH ST,1,Cobrahead,City,A3,1,262-11,NULL,Yes,2014
1066,-71.08324418,42.37129177,262-,9,262-9,FIFTH,ST,CAMBRIDGE ST,1,Cobrahead,City,A3,1,262-9,NULL,Yes,2014
1067,-71.08316789,42.37162658,262-,7,262-7,FIFTH,ST,CAMBRIDGE ST,1,Cobrahead,City,A3,1,262-7,NULL,Yes,2014
1068,-71.08310807,42.37187287,262-,5,262-5,FIFTH,ST,FIFTH ST,1,Cobrahead,City,A3,1,262-5,NULL,Yes,2014
1069,-71.08346413,42.37225604,304-,31,304-31,GORE,ST,GORE ST,1,Cobrahead,City,A2,1,304-31,NULL,Yes,2014
1070,-71.08296084,42.37248683,262-,1,262-1,FIFTH,ST,FIFTH ST,1,Cobrahead,City,A3,1,262-1,NULL,Yes,2014
1071,-71.08259149,42.37214463,304-,25,304-25,GORE,ST,GORE ST,1,Cobrahead,City,A2,1,304-25,NULL,Yes,2014
1072,-71.08222045,42.37209818,304-,23.5,304-23.5,GORE,ST,GORE ST,1,Cobrahead,City,A2,1,304-23.5,NULL,Yes,2014
1073,-71.08377299,42.36843968,262-,28,262-28,FIFTH,ST,FIFTH ST,1,Cobrahead,City,A3,1,262-28,NULL,Yes,2014
1074,-71.08364051,42.36902921,262-,24,262-24,FIFTH,ST,FIFTH ST,1,Cobrahead,City,A3,1,262-24,NULL,Yes,2014
1075,-71.11403939,42.35878094,267-,8,267-8,FLORENCE,ST,FLORENCE ST,5,Cobrahead,City,A3,1,267-8,NULL,Yes,2014
1076,-71.11399887,42.35867324,267-,6,267-6,FLORENCE,ST,FLORRENCE ST,5,Cobrahead,City,A3,1,267-6,NULL,Yes,2014
1077,-71.11366055,42.3584694,267-,4,267-4,FLORENCE,ST,FLORENCE ST,5,Cobrahead,City,A3,1,267-4,NULL,Yes,2014
1078,-71.11338169,42.3584033,267-,3,267-3,FLORENCE,ST,FLORENCE ST,5,Cobrahead,City,A3,1,267-3,NULL,Yes,2014
1079,-71.11300519,42.35817911,267-,1.5,267-1.5,FLORENCE,ST,GORDON PL,5,Cobrahead,City,A3,1,267-1.5,NULL,Yes,2014
1080,-71.11326906,42.35797634,303-,1,303-1,GORDON,PL,GORDON PL,5,Cobrahead,City,A3,1,303-1,NULL,Yes,2014
1081,-71.11223436,42.35799004,457-,50,457-50,MAGAZINE,ST,MAGAZINE ST,5,Cobrahead,City,A2,1,457-50,NULL,Yes,2014
1082,-71.13189244,42.37629583,274-,17,274-17,FOSTER,ST,FOSTER ST,10,Cobrahead,City,A3,1,274-17,NULL,Yes,2014
1083,-71.13150251,42.37626521,274-,15,274-15,FOSTER,ST,DOANE ST,10,Cobrahead,City,A3,1,274-15,NULL,Yes,2014
1084,-71.13223046,42.37632728,274-,19,274-19,FOSTER,ST,GIBSON ST,10,Cobrahead,City,A3,1,274-19,NULL,Yes,2014
1085,-71.13245916,42.37624237,299-,8,299-8,GIBSON,ST,FOSTER ST,10,Cobrahead,City,A3,1,299-8,NULL,Yes,2014
1086,-71.13261668,42.37634642,274-,21,274-21,FOSTER,ST,FOSTER ST,10,Cobrahead,City,A3,1,274-21,NULL,Yes,2014
1087,-71.13302156,42.37628625,274-,23,274-23,FOSTER,ST,FOSTER ST,10,Cobrahead,City,A3,1,274-23,NULL,Yes,2014
1088,-71.13345884,42.37619475,451-,11,451-11,LOWELL,ST,LOWELL ST,10,Cobrahead,City,A2,1,451-11,NULL,Yes,2014
1089,-71.13148797,42.37593741,213-,2,213-2,DOANE,ST,DOANE ST,10,Cobrahead,City,A3,1,213-2,NULL,Yes,2014
1090,-71.1310458,42.3762357,274-,13,274-13,FOSTER,ST,FOSTER ST,10,Cobrahead,City,A3,1,274-13,NULL,Yes,2014
1091,-71.1306895,42.3762147,274-,11,274-11,FOSTER,ST,FOSTER ST,10,Cobrahead,City,A3,1,274-11,NULL,Yes,2014
1092,-71.13036983,42.37608084,643-,9,643-9,SPARKS,ST,FOSTER ST,10,Cobrahead,City,A2,1,643-9,NULL,Yes,2014
1093,-71.1299566,42.37599068,274-,8,274-8,FOSTER,ST,FOSTER ST,10,Cobrahead,City,A3,1,274-8,NULL,Yes,2014
1094,-71.12948244,42.37586997,274-,6,274-6,FOSTER,ST,FOSTER PL,10,Cobrahead,City,A3,1,274-6,NULL,Yes,2014
1095,-71.12904146,42.3757631,274-,4,274-4,FOSTER,ST,BROWN ST,10,Cobrahead,City,A3,1,274-4,NULL,Yes,2014
1096,-71.1286695,42.37567195,274-,2,274-2,FOSTER,ST,FOSTER ST,10,Cobrahead,City,A3,1,274-2,NULL,Yes,2014
1097,-71.0823297,42.36895793,277-,1,277-1,FOURTH STREET,PL,SCIARAPPA ST,1,Cobrahead,City,A3,1,277-1,NULL,Yes,2014
1098,-71.08210657,42.36889205,276-,27,276-27,SCIARAPPA,ST,SCIARAPPA ST,1,Cobrahead,City,A3,1,276-27,NULL,Yes,2014
1099,-71.08165927,42.36908367,645-,18,645-18,SPRING,ST,SPRING ST,1,Cobrahead,City,A3,1,645-18,NULL,Yes,2014
1100,-71.08252482,42.36918842,645-,22,645-22,SPRING,ST,SPRING ST,1,Cobrahead,City,A3,1,645-22,NULL,Yes,2014
1101,-71.08214702,42.36872834,276-,29,276-29,SCIARAPPA,ST,SCIARAPPA ST,1,Cobrahead,City,A3,1,276-29,NULL,Yes,2014
1102,-71.1112724,42.3814663,281-,30,281-30,FRANCIS,AVE,FRANCIS AVE,8,Cobrahead,City,A3,1,281-30,NULL,Yes,2014
1103,-71.11199451,42.38152137,499-,13,499-13,MUSEUM,ST,CARVER ST,8,Cobrahead,City,A3,1,499-13,NULL,Yes,2014
1104,-71.11154964,42.3811753,281-,27,281-27,FRANCIS,AVE,IRVING ST,8,Cobrahead,City,A3,1,281-27,NULL,Yes,2014
1105,-71.1119659,42.38105176,281-,26,281-26,FRANCIS,AVE,FRANCIS AVE,8,Cobrahead,City,A3,1,281-26,NULL,Yes,2014
1106,-71.11241595,42.38078266,281-,24,281-24,FRANCIS,AVE,FRANCIS AVE,8,Cobrahead,City,A3,1,281-24,NULL,Yes,2014
1107,-71.11136386,42.3809063,391-,44,391-44,IRVING,ST,IRVING ST,8,Cobrahead,City,A3,1,391-44,NULL,Yes,2014
1108,-71.11138036,42.38060709,391-,40,391-40,IRVING,ST,IRVING ST,8,Cobrahead,City,A3,1,391-40,NULL,Yes,2014
1109,-71.11263306,42.38023373,281-,20,281-20,FRANCIS,AVE,FRANCIS AVE,8,Cobrahead,City,A3,1,281-20,NULL,Yes,2014
1110,-71.11360038,42.38066604,499-,4,499-4,MUSEUM,ST,MUSEUM ST,8,Cobrahead,City,A3,1,499-4,NULL,Yes,2014
1111,-71.11249843,42.37989106,281-,18,281-18,FRANCIS,AVE,FRANCIS AVE,8,Cobrahead,City,A3,1,281-18,NULL,Yes,2014
1112,-71.11188519,42.37966755,105-,2,105-2,BRYANT,ST,BRYANT ST,8,Cobrahead,City,A3,1,105-2,NULL,Yes,2014
1113,-71.11234984,42.37954591,281-,16,281-16,FRANCIS,AVE,BRYANT ST,8,Cobrahead,City,A3,1,281-16,NULL,Yes,2014
1114,-71.11226574,42.37927023,281-,14,281-14,FRANCIS,AVE,FRANCIS AVE,8,Cobrahead,City,A3,1,281-14,NULL,Yes,2014
1115,-71.11217258,42.3789628,281-,12,281-12,FRANCIS,AVE,FRANCIS AVE,8,Cobrahead,City,A3,1,281-12,NULL,Yes,2014
1116,-71.11204958,42.37854243,281-,10,281-10,FRANCIS,AVE,FRANCIS AVE,8,Cobrahead,City,A3,1,281-10,NULL,Yes,2014
1117,-71.11195929,42.37824999,281-,8,281-8,FRANCIS,AVE,FRANCIS AVE,8,Cobrahead,City,A3,1,281-8,NULL,Yes,2014
1118,-71.11187094,42.37795578,281-,6,281-6,FRANCIS,AVE,FRANCIS AVE,8,Cobrahead,City,A3,1,281-6,NULL,Yes,2014
1119,-71.11177477,42.37763231,281-,4,281-4,FRANCIS,AVE,FRANCIS AVE,8,Cobrahead,City,A3,1,281-4,NULL,Yes,2014
1120,-71.11083516,42.3779798,391-,24,391-24,IRVING,ST,IRVING ST,8,Cobrahead,City,A3,1,391-24,NULL,Yes,2014
1121,-71.11079394,42.37769035,391-,22,391-22,IRVING,ST,IRVING ST,8,Cobrahead,City,A3,1,391-22,NULL,Yes,2014
1122,-71.11077428,42.37751763,391-,20,391-20,IRVING,ST,IRVING ST,8,Cobrahead,City,A3,1,391-20,NULL,Yes,2014
1123,-71.11167011,42.37720413,412-,13,412-13,KIRKLAND,ST,KIRKLAND ST,6,Cobrahead,City,A2,1,412-13,NULL,Yes,2014
1124,-71.11077724,42.37739037,412-,15,412-15,KIRKLAND,ST,IRVING ST,6,Cobrahead,City,A2,1,412-15,NULL,Yes,2014
1125,-71.10543335,42.36461386,283-,36,283-36,FRANKLIN,ST,FRANKLIN ST,5,Cobrahead,City,A2,1,283-36,NULL,Yes,2014
1126,-71.10481466,42.36434607,283-,35,283-35,FRANKLIN,ST,FRANKLIN ST,5,Cobrahead,City,A3,1,283-35,NULL,Yes,2014
1127,-71.10482568,42.36471662,457-,4,457-4,MAGAZINE,ST,MAGAZINE ST,5,Cobrahead,City,A2,1,457-4,NULL,Yes,2014
1128,-71.10530009,42.36428113,457-,8,457-8,MAGAZINE,ST,MAGAZINE ST,5,Cobrahead,City,A2,1,457-8,NULL,Yes,2014
1129,-71.10514228,42.36458718,457-,5,457-5,MAGAZINE,ST,FRANKLIN ST,5,Cobrahead,City,A2,1,457-5,NULL,Yes,2014
1130,-71.10365188,42.36365399,538-,10,538-10,PEARL,ST,FRANKLIN ST,5,Cobrahead,City,A2,1,538-10,NULL,Yes,2014
1131,-71.10332226,42.36345326,283-,25,283-25,FRANKLIN,ST,FRANKLIN ST,5,Cobrahead,City,A2,1,283-25,NULL,Yes,2014
1132,-71.10456286,42.36409207,283-,32,283-32,FRANKLIN,ST,FRANKLIN ST,5,Cobrahead,City,A2,1,283-32,NULL,Yes,2014
1133,-71.10425274,42.36390581,283-,30,283-30,FRANKLIN,ST,FRANKLIN ST,5,Cobrahead,City,A2,1,283-30,NULL,Yes,2014
1134,-71.14208948,42.37770979,426-,11.5,426-11.5,LARCH,RD,FRESH POND PKWY,10,Cobrahead,City,A3,1,426-11.5,NULL,Yes,2014
1135,-71.14208068,42.37733622,426-,11,426-11,LARCH,RD,FRESH POND PKWY,10,Cobrahead,City,A3,1,426-11,NULL,Yes,2014
1136,-71.14139701,42.37732032,346-,2,346-2,GROZIER,RD,FRESH POND PKWY,10,Cobrahead,City,A3,1,346-2,NULL,Yes,2014
1137,-71.1413081,42.37610426,92-,70,92-70,BRATTLE,ST,BRATTLE ST,10,Cobrahead,City,A2,1,92-70,NULL,Yes,2014
1138,-71.14092252,42.37604992,92-,69,92-69,BRATTLE,ST,FRASH POND PKWY,10,Cobrahead,City,A2,1,92-69,NULL,Yes,2014
1139,-71.14046202,42.37614153,92-,67,92-67,BRATTLE,ST,FRASH POND PKWY,10,Cobrahead,City,A2,1,92-67,NULL,Yes,2014
1140,-71.14003774,42.37622251,92-,65,92-65,BRATTLE,ST,BRATTLE ST,10,Cobrahead,City,A2,1,92-65,NULL,Yes,2014
1141,-71.12472225,42.37517092,27-,6,27-6,ASH,ST,ASH STREET PL,10,Cobrahead,City,A2,1,27-6,NULL,Yes,2014
1142,-71.12481261,42.37493112,27-,8,27-8,ASH,ST,ASH ST,10,Cobrahead,City,A2,1,27-8,NULL,Yes,2014
1143,-71.1248797,42.37475032,27-,8.5,27-8.5,ASH,ST,ASH ST,10,Cobrahead,City,A2,1,27-8.5,NULL,Yes,2014
1144,-71.12315629,42.37450355,290-,1,290-1,FULLER,PL,HILLIARD ST,10,Cobrahead,City,A3,1,290-1,NULL,Yes,2014
1145,-71.1226298,42.37466426,359-,2,359-2,HILLIARD,ST,HILLIARD ST,10,Cobrahead,City,A3,1,359-2,NULL,Yes,2014
1146,-71.13492908,42.38660352,293-,101,293-101,GARDEN,ST,GARDEN ST,9,Cobrahead,City,A2,1,293-101,NULL,Yes,2014
1147,-71.13458563,42.3864943,293-,99,293-99,GARDEN,ST,GARDEN ST,9,Cobrahead,City,A2,1,293-99,NULL,Yes,2014
1148,-71.13425231,42.38638258,293-,97,293-97,GARDEN,ST,HAZEL ST,9,Cobrahead,City,A2,1,293-97,NULL,Yes,2014
1149,-71.13442252,42.38609949,349-,5,349-5,HAZEL,ST,HAZEL ST,9,Cobrahead,City,A3,1,349-5,NULL,Yes,2014
1150,-71.13392249,42.38627617,293-,95,293-95,GARDEN,ST,GARDEN ST,9,Cobrahead,City,A2,1,293-95,NULL,Yes,2014
1151,-71.13360194,42.3861711,293-,93,293-93,GARDEN,ST,GARDEN ST,9,Cobrahead,City,A2,1,293-93,NULL,Yes,2014
1152,-71.13326531,42.38606232,293-,91,293-91,GARDEN,ST,IVY ST,9,Cobrahead,City,A2,1,293-91,NULL,Yes,2014
1153,-71.13339833,42.38590101,393-,7,393-7,IVY,ST,IVY ST,9,Cobrahead,City,A3,1,393-7,NULL,Yes,2014
1154,-71.10828524,42.3714993,28-,2,28-2,GOODMAN,RD,GOODMAN RD,6,Cobrahead,City,A3,1,28-2,NULL,Yes,2014
1155,-71.10859541,42.37132836,141-,10,141-10,CHATHAM,ST,CHATHAM ST,6,Cobrahead,City,A3,1,141-10,NULL,Yes,2014
1156,-71.10819919,42.37119634,141-,8,141-8,CHATHAM,ST,CHATHAM ST,6,Cobrahead,City,A3,1,141-8,NULL,Yes,2014
1157,-71.10790364,42.37120952,484-,3,484-3,MERRILL,ST,CHATHAM ST,6,Cobrahead,City,A3,1,484-3,NULL,Yes,2014
1158,-71.10773658,42.37143245,484-,5,484-5,MERRILL,ST,MERRILL ST,6,Cobrahead,City,A3,1,484-5,NULL,Yes,2014
1159,-71.08683383,42.37310706,304-,50,304-50,GORE,ST,GORE ST,1,Cobrahead,City,A2,1,304-50,NULL,Yes,2014
1160,-71.08670714,42.37272945,418-,3,418-3,LAMBERT,ST,LAMBERT ST,1,Cobrahead,City,A2,1,418-3,NULL,Yes,2014
1161,-71.08598036,42.37280417,304-,44,304-44,GORE,ST,GORE ST,1,Cobrahead,City,A2,1,304-44,NULL,Yes,2014
1162,-71.08559697,42.37266658,304-,42,304-42,GORE,ST,GORE ST,1,Cobrahead,City,A2,1,304-42,NULL,Yes,2014
1163,-71.08529869,42.37267199,304-,41,304-41,GORE,ST,RUFO RD,1,Cobrahead,City,A2,1,304-41,NULL,Yes,2014
1164,-71.08505055,42.37258015,304-,39,304-39,GORE,ST,SEVENTH ST,1,Cobrahead,City,A2,1,304-39,NULL,Yes,2014
1165,-71.08535812,42.37230684,628-,1,628-1,SEVENTH,ST,SEVENTH ST,1,Cobrahead,City,A3,1,628-1,NULL,Yes,2014
1166,-71.08460539,42.37242305,304-,37,304-37,GORE,ST,SIXTH ST,1,Cobrahead,City,A2,1,304-37,NULL,Yes,2014
1167,-71.08410508,42.37233731,304-,35,304-35,GORE,ST,GORE ST,1,Cobrahead,City,A2,1,304-35,NULL,Yes,2014
1168,-71.08377534,42.37229715,304-,33,304-33,GORE,ST,GORE ST,1,Cobrahead,City,A2,1,304-33,NULL,Yes,2014
1169,-71.08181573,42.37203991,304-,23,304-23,GORE,ST,GORE ST,1,Cobrahead,City,A2,1,304-23,NULL,Yes,2014
1170,-71.08118774,42.37226313,276-,6,276-6,SCIARAPPA,ST,SCIARAPPA ST,1,Cobrahead,City,A3,1,276-6,NULL,Yes,2014
1171,-71.0810709,42.37184023,304-,20,304-20,GORE,ST,GORE ST,1,Cobrahead,City,A3,1,304-20,NULL,Yes,2014
1172,-71.08135471,42.3716019,276-,8,276-8,SCIARAPPA,ST,SCIARAPPA ST,1,Cobrahead,City,A3,1,276-8,NULL,Yes,2014
1173,-71.08081652,42.3719098,304-,19,304-19,GORE,ST,GORE ST,1,Cobrahead,City,A2,1,304-19,NULL,Yes,2014
1174,-71.08052132,42.37187366,304-,17.5,304-17.5,GORE,ST,GORE ST,1,Cobrahead,City,A2,1,304-17.5,NULL,Yes,2014
1175,-71.08008337,42.37181848,304-,15,304-15,GORE,ST,GORE ST,1,Cobrahead,City,A2,1,304-15,NULL,Yes,2014
1176,-71.07959209,42.37181713,667-,4,667-4,THIRD,ST,GORE ST,1,Cobrahead,City,A2,1,667-4,NULL,Yes,2014
1177,-71.07974739,42.37115446,667-,10,667-10,THIRD,ST,CAMBRIDGE ST,1,Cobrahead,City,A2,1,667-10,NULL,Yes,2014
1178,-71.07927313,42.37161383,304-,12,304-12,GORE,ST,GORE ST,1,Cobrahead,City,A2,1,304-12,NULL,Yes,2014
1179,-71.10774103,42.36693189,311-,49,311-49,GREEN,ST,GREEN ST,7,Cobrahead,City,A2,1,311-49,NULL,Yes,2014
1180,-71.10827525,42.36721609,311-,51,311-51,GREEN,ST,GREEN ST,7,Cobrahead,City,A2,1,311-51,NULL,Yes,2014
1181,-71.10877632,42.36737663,311-,52,311-52,GREEN,ST,GREEN ST,7,Cobrahead,City,A2,1,311-52,NULL,Yes,2014
1182,-71.10913547,42.36757534,311-,54,311-54,GREEN,ST,GREEN ST,7,Cobrahead,City,A2,1,311-54,NULL,Yes,2014
1183,-71.10694685,42.36647297,311-,45,311-45,GREEN,ST,GREEN ST,7,Cobrahead,City,A2,1,311-45,NULL,Yes,2014
1184,-71.10662927,42.36628352,311-,43,311-43,GREEN,ST,GREEN ST,7,Cobrahead,City,A2,1,311-43,NULL,Yes,2014
1185,-71.10641009,42.366046,311-,42,311-42,GREEN,ST,GREEN ST,7,Cobrahead,City,A2,1,311-42,NULL,Yes,2014
1186,-71.10605573,42.36594154,311-,39,311-39,GREEN,ST,PLEASANT ST,7,Cobrahead,City,A2,1,311-39,NULL,Yes,2014
1187,-71.10566313,42.36570479,311-,33,311-33,GREEN,ST,GREEN ST,7,Cobrahead,City,A2,1,311-33,NULL,Yes,2014
1188,-71.1053331,42.36540047,311-,30,311-30,GREEN,ST,GREEN ST,7,Cobrahead,City,A2,1,311-30,NULL,Yes,2014
1189,-71.10457068,42.36494296,457-,2,457-2,MAGAZINE,ST,GREEN ST,5,Cobrahead,City,A2,1,457-2,NULL,Yes,2014
1190,-71.10435901,42.36491588,311-,23,311-23,GREEN,ST,GREEN ST,5,Cobrahead,City,A2,1,311-23,NULL,Yes,2014
1191,-71.10364463,42.36450982,311-,19,311-19,GREEN,ST,GREEN ST,5,Cobrahead,City,A2,1,311-19,NULL,Yes,2014
1192,-71.10324614,42.36403099,538-,6,538-6,PEARL,ST,GREEN SY,5,Cobrahead,City,A2,1,538-6,NULL,Yes,2014
1193,-71.10298282,42.36398994,311-,20,311-20,GREEN,ST,GREEN ST,5,Cobrahead,City,A2,1,311-20,NULL,Yes,2014
