lat2,lon2,lux2
42.43786114,-71.10366799,1.3
42.43788410,-71.10367552,2.29
42.43790528,-71.10368347,2.25
42.43792836,-71.10369124,2.23
42.43797797,-71.10370385,2.29
42.43800552,-71.10370840,3.25
42.43802847,-71.10371596,3.27
42.43805225,-71.10372298,3.28
42.43810196,-71.10373554,3.25
42.43812492,-71.10374300,3.31
42.43814665,-71.10375123,2.78
42.43819058,-71.10376744,3.18
42.43821354,-71.10377488,1.97
42.43824136,-71.10377944,1.18
42.43826419,-71.10378684,2.09
42.43831287,-71.10379997,1.97
42.43832718,-71.10381257,1.18
42.43835014,-71.10382006,0.73
42.43836792,-71.10383051,0.33
42.43841586,-71.10384425,0.28
42.43844664,-71.10384694,0.73
42.43846931,-71.10385481,0.12
42.43849239,-71.10386213,0.12
42.43853845,-71.10387655,0.29
42.43856140,-71.10388407,0.09
42.43858428,-71.10389143,0.09
42.43860718,-71.10389896,0.13
42.43865302,-71.10391375,0.09
42.43867594,-71.10392110,0.1
42.43869928,-71.10392794,0.12
42.43872243,-71.10393500,0.11
42.43876847,-71.10394962,0.1
42.43878443,-71.10396142,0.12
42.43880727,-71.10396882,0.12
42.43883011,-71.10397627,0.12
42.43887848,-71.10398971,0.12
42.43892427,-71.10400442,0.11
42.43894678,-71.10401207,0.11
42.43896971,-71.10401951,0.11
42.43901570,-71.10403429,0.11
42.43903869,-71.10404162,0.11
42.43906113,-71.10404928,0.13
42.43908397,-71.10405669,0.13
42.43913050,-71.10407098,0.11
42.43915313,-71.10407842,0.14
42.43917544,-71.10408530,0.14
42.43919790,-71.10409279,0.12
42.43924311,-71.10410751,0.14
42.43926590,-71.10411480,0.13
42.43928924,-71.10412189,0.13
42.43931196,-71.10412925,0.13
42.43935772,-71.10414393,0.13
42.43938088,-71.10415097,0.19
42.43940375,-71.10415834,0.19
42.43942656,-71.10416588,0.18
42.43947207,-71.10418060,0.19
42.43949481,-71.10418796,0.35
42.43951774,-71.10419503,0.33
42.43954051,-71.10420236,0.35
42.43958547,-71.10421728,0.35
42.43960819,-71.10422450,0.62
42.43963089,-71.10423191,0.63
42.43965400,-71.10423925,0.62
42.43969952,-71.10425414,0.62
42.43972220,-71.10426166,1.18
42.43974469,-71.10426913,1.17
42.43976738,-71.10427647,1.15
42.43981279,-71.10429152,1.18
42.43983526,-71.10429905,1.6
42.43985795,-71.10430634,1.6
42.43987999,-71.10431395,1.63
42.43992505,-71.10432885,1.6
42.43994773,-71.10433629,1.78
42.43997025,-71.10434376,1.35
42.43999285,-71.10435115,1.81
42.44001550,-71.10435868,1.51
42.44006097,-71.10437346,0.96
42.44008384,-71.10438083,1.53
42.44010600,-71.10438831,1.51
42.44012878,-71.10439567,0.96
42.44017451,-71.10441048,1.1
42.44019661,-71.10441772,0.73
42.44021939,-71.10442504,0.8
42.44026608,-71.10444031,1.1
42.44028937,-71.10444756,1.29
42.44031200,-71.10445483,1.35
42.44033524,-71.10446181,1.43
42.44040401,-71.10448348,2.56
42.44042818,-71.10449045,2.71
42.44045092,-71.10449776,2.72
42.44047412,-71.10450526,2.56
42.44049740,-71.10451313,5.63
42.44054364,-71.10452818,5.65
42.44056558,-71.10453636,5.34
42.44058848,-71.10454363,5.63
42.44061226,-71.10455072,12.13
42.44065789,-71.10456493,11.64
42.44068079,-71.10457242,12.14
42.44070324,-71.10458020,12.13
42.44072619,-71.10458771,18.46
42.44077179,-71.10460264,18.83
42.44079493,-71.10460977,17.55
42.44081785,-71.10461721,19.66
42.44086260,-71.10463243,16.11
42.44088458,-71.10464006,18.89
42.44090732,-71.10464748,19.66
42.44093104,-71.10465495,16.11
42.44097779,-71.10466965,12.23
42.44100076,-71.10467720,12.98
42.44102465,-71.10468363,7.71
42.44104756,-71.10469112,12.23
42.44109261,-71.10470576,5.08
42.44111546,-71.10471309,3.11
42.44113841,-71.10472047,6.78
42.44116182,-71.10472795,5.08
42.44120765,-71.10474224,1.65
42.44123066,-71.10474941,3.59
42.44125309,-71.10475813,1.55
42.44127595,-71.10476534,1.65
42.44132383,-71.10478020,3.13
42.44134761,-71.10478674,2.22
42.44137088,-71.10479395,2.28
42.44139237,-71.10480092,3.13
42.44143910,-71.10481533,4.86
42.44146204,-71.10482259,4.99
42.44148375,-71.10482981,5.31
42.44150661,-71.10483690,9.93
42.44155200,-71.10485074,10.27
42.44157605,-71.10485745,10.52
42.44159898,-71.10486447,9.93
42.44162067,-71.10487094,21.25
42.44166540,-71.10488454,18.19
42.44168960,-71.10489198,21.12
42.44171152,-71.10490069,21.25
42.44175879,-71.10491487,23.16
42.44178173,-71.10492198,23.17
42.44180441,-71.10492893,22.14
42.44182741,-71.10493597,23.16
42.44189387,-71.10495933,15.11
42.44191690,-71.10496663,10.78
42.44194233,-71.10497426,14.66
42.44196532,-71.10498142,15.11
42.44201365,-71.10499591,4.55
42.44203198,-71.10500246,7.93
42.44205492,-71.10500976,7.22
42.44207647,-71.10501790,4.55
42.44212328,-71.10503347,4.46
42.44214620,-71.10504069,2.88
42.44217253,-71.10504376,3.02
42.44219558,-71.10505096,4.46
42.44224834,-71.10506387,5.54
42.44227252,-71.10506933,5.57
42.44229541,-71.10507635,6.07
42.44231819,-71.10508376,5.54
42.44236424,-71.10509754,10.75
42.44238744,-71.10510467,11.04
42.44241052,-71.10511152,10.44
42.44243361,-71.10511845,10.75
42.44247941,-71.10513265,17.86
42.44249831,-71.10514520,18.7
42.44252143,-71.10515193,19.06
42.44254581,-71.10515714,17.86
42.44259676,-71.10516411,24.27
42.44262018,-71.10517064,22.72
42.44264368,-71.10517674,23.68
42.44266725,-71.10518223,18.88
42.44271208,-71.10519712,14.14
42.44273519,-71.10520331,18.22
42.44275848,-71.10520933,18.88
42.44278194,-71.10521537,5.59
42.44282838,-71.10522719,10.76
42.44285160,-71.10523300,9.74
42.44287496,-71.10523856,5.59
42.44288931,-71.10524986,10.76
42.44294513,-71.10525550,1.4
42.44295892,-71.10526678,1.33
42.44298279,-71.10527185,3.54
42.44300485,-71.10527682,1.06
42.44305135,-71.10528718,1.06
42.44307492,-71.10529224,1.79
42.44309837,-71.10529724,1.06
42.44312090,-71.10530278,1.06
42.44316759,-71.10531274,2.22
42.44319096,-71.10531750,1.98
42.44321396,-71.10532265,2
42.44323631,-71.10532679,2.22
42.44330723,-71.10534145,4.88
42.44333064,-71.10534586,5.11
42.44335401,-71.10535058,5.24
42.44337748,-71.10535470,8.94
42.44342344,-71.10536408,9.17
42.44344709,-71.10536832,9.22
42.44347070,-71.10537234,8.94
42.44349456,-71.10537580,15.54
42.44354183,-71.10538345,14.86
42.44356545,-71.10538719,15.36
42.44359067,-71.10538970,15.54
42.44361410,-71.10539337,21.98
42.44366142,-71.10540057,21.43
42.44368386,-71.10540534,21.29
42.44370749,-71.10540882,21.98
42.44373168,-71.10541255,19.21
42.44377866,-71.10541948,11.35
42.44380228,-71.10542267,18.74
42.44382531,-71.10542628,8.24
42.44384902,-71.10542937,5.6
42.44389631,-71.10543563,11.81
42.44392077,-71.10543841,8.24
42.44394448,-71.10544139,5.6
42.44396816,-71.10544409,6.69
42.44401369,-71.10545098,2.66
42.44403755,-71.10545384,2.82
42.44406157,-71.10545647,6.69
42.44411091,-71.10546069,2.43
42.44413473,-71.10546343,2.41
42.44415927,-71.10546552,4.11
42.44418303,-71.10546794,2.43
42.44423319,-71.10547072,5.39
42.44425871,-71.10547185,5.96
42.44428252,-71.10547402,5.25
42.44430525,-71.10547668,5.39
42.44435091,-71.10548092,9.44
42.44437467,-71.10548256,9.16
42.44439932,-71.10548377,9.33
42.44442465,-71.10548537,9.44
42.44447078,-71.10548722,16.35
42.44449587,-71.10548883,16.45
42.44451990,-71.10548999,16.26
42.44454428,-71.10549046,20.97
42.44459147,-71.10549284,21.06
42.44461517,-71.10549362,19.86
42.44463697,-71.10549547,20.97
42.44466033,-71.10549660,16.06
42.44470704,-71.10549833,24.3
42.44473295,-71.10549671,23.9
42.44475702,-71.10549708,16.06
42.44478365,-71.10549536,16.89
42.44483124,-71.10549494,12.34
42.44485522,-71.10549528,8.17
42.44487499,-71.10549780,16.89
42.44489882,-71.10549800,2.7
42.44494925,-71.10549916,2.77
42.44499499,-71.10549968,6.77
42.44501707,-71.10549973,2.7
42.44504087,-71.10549975,1.64
42.44508727,-71.10549942,3.11
42.44511237,-71.10549990,1.53
42.44513597,-71.10549968,1.64
42.44516088,-71.10549928,3.11
42.44520409,-71.10549908,3.31
42.44524063,-71.10549073,3.38
42.44526928,-71.10549066,3.81
42.44529309,-71.10549011,7.18
42.44534115,-71.10548829,7.28
42.44536304,-71.10548703,7.37
42.44538680,-71.10548604,7.18
42.44541138,-71.10548486,14.61
42.44545901,-71.10548263,14.66
42.44548319,-71.10548103,14.19
42.44550876,-71.10547945,14.61
42.44553258,-71.10547797,18.91
42.44557170,-71.10547927,18.89
42.44559535,-71.10547775,19.05
42.44561940,-71.10547606,18.91
42.44564313,-71.10547443,19.57
42.44569033,-71.10547109,18.62
42.44571406,-71.10546920,20.13
42.44573807,-71.10546733,13.17
42.44576162,-71.10546527,9.3
42.44580943,-71.10546166,12.91
42.44583368,-71.10545952,13.17
42.44585714,-71.10545791,9.3
42.44588198,-71.10545678,6.45
42.44592890,-71.10545238,3.99
42.44595243,-71.10545083,2.65
42.44597616,-71.10544909,6.45
42.44600000,-71.10544699,1.46
42.44604746,-71.10544312,1.44
42.44607115,-71.10544096,2.99
42.44609469,-71.10543840,1.46
42.44611925,-71.10543666,2.83
42.44616649,-71.10543225,3.42
42.44619026,-71.10542988,2.78
42.44621404,-71.10542740,2.83
42.44623769,-71.10542482,6.73
42.44628542,-71.10541946,6.53
42.44630938,-71.10541666,6.62
42.44633309,-71.10541379,6.73
42.44638063,-71.10540796,11.76
42.44640442,-71.10540494,12.14
42.44642820,-71.10540193,12.26
42.44645197,-71.10539893,16.11
42.44649963,-71.10539274,16.19
42.44652345,-71.10538959,16.01
42.44654725,-71.10538621,16.11
42.44657100,-71.10538297,16.04
42.44661831,-71.10537634,16.39
42.44664205,-71.10537287,17.06
42.44666563,-71.10536940,16.04
42.44668925,-71.10536584,12.01
42.44673647,-71.10535852,12.51
42.44675996,-71.10535480,8.52
42.44678387,-71.10535073,12.01
42.44683076,-71.10534272,5
42.44687794,-71.10533431,3.39
42.44690128,-71.10532980,7.25
42.44692440,-71.10532565,5
42.44694778,-71.10532119,1.18
42.44699473,-71.10531186,2.77
42.44701801,-71.10530708,1.13
42.44704137,-71.10530218,1.18
42.44706445,-71.10529724,2.77
42.44711153,-71.10528684,1.67
42.44713473,-71.10528173,1.44
42.44715778,-71.10527660,2.03
42.44718133,-71.10527094,2.86
42.44722772,-71.10525999,2.84
42.44725029,-71.10525436,3
42.44727413,-71.10524877,2.86
42.44729585,-71.10524272,5.37
42.44734222,-71.10523125,5.44
42.44736555,-71.10522512,5.21
42.44738870,-71.10521917,5.37
42.44741180,-71.10521302,7.43
42.44745803,-71.10520053,7.6
42.44748129,-71.10519406,7.72
42.44750389,-71.10518814,7.43
42.44755029,-71.10517477,10.05
42.44757351,-71.10516824,9.81
42.44759644,-71.10516167,9.98
42.44761959,-71.10515516,10.05
42.44766627,-71.10514152,6.68
42.44768933,-71.10513478,8.58
42.44771174,-71.10512850,9.24
42.44773512,-71.10512173,6.68
42.44778105,-71.10510843,4.92
42.44780407,-71.10510171,4.18
42.44782716,-71.10509501,2.61
42.44785027,-71.10508822,4.92
42.44789642,-71.10507507,1.28
42.44791963,-71.10506864,1.34
42.44794259,-71.10506204,2.24
42.44796580,-71.10505556,1.28
42.44801208,-71.10504251,2.27
42.44803506,-71.10503618,2.47
42.44805809,-71.10502979,2.2
42.44808102,-71.10502321,2.27
42.44812753,-71.10501020,5.52
42.44815096,-71.10500354,5.29
42.44817379,-71.10499719,5.5
42.44819720,-71.10499054,5.52
42.44824305,-71.10497756,9.24
42.44826627,-71.10497074,9.75
42.44828900,-71.10496404,9.9
42.44831221,-71.10495712,17.49
42.44835824,-71.10494344,18.24
42.44838131,-71.10493670,17.46
42.44840448,-71.10492976,17.49
42.44842746,-71.10492289,21.4
42.44847348,-71.10490934,23.32
42.44849671,-71.10490247,22.98
42.44851961,-71.10489542,21.4
42.44854186,-71.10488898,20.15
42.44858808,-71.10487527,21.11
42.44863435,-71.10486145,11.97
42.44865633,-71.10485451,20.15
42.44867934,-71.10484761,8.41
42.44872512,-71.10483404,5.53
42.44874797,-71.10482727,11.99
42.44877114,-71.10482044,8.41
42.44879418,-71.10481355,1.98
42.44883945,-71.10480002,5.88
42.44886245,-71.10479328,1.89
42.44888444,-71.10478597,1.98
42.44890908,-71.10477962,2.24
42.44895477,-71.10476654,1.18
42.44897797,-71.10476022,0.58
42.44900053,-71.10475407,2.24
42.44904673,-71.10474124,0.78
42.44906942,-71.10473479,0.26
42.44909235,-71.10472851,0.97
42.44911545,-71.10472233,0.78
42.44916101,-71.10471020,0.2
42.44918381,-71.10470409,0.37
42.44920677,-71.10469790,0.47
42.44922977,-71.10469172,0.2
42.44927591,-71.10467931,0.23
42.44929890,-71.10467322,0.28
42.44932211,-71.10466691,0.15
42.44934499,-71.10466077,0.23
42.44939059,-71.10464825,0.21
42.44941358,-71.10464199,0.13
42.44943635,-71.10463562,0.2
42.44945935,-71.10462933,0.21
42.44950517,-71.10461679,0.14
42.44952800,-71.10461031,0.18
42.44955085,-71.10460402,0.2
42.44957408,-71.10459760,0.14
42.44961974,-71.10458469,0.21
42.44964258,-71.10457829,0.23
42.44966578,-71.10457196,0.19
42.44968879,-71.10456535,0.21
42.44973435,-71.10455185,0.34
42.44975724,-71.10454499,0.33
42.44978007,-71.10453829,0.33
42.44980264,-71.10453124,0.34
42.44984859,-71.10451747,0.55
42.44987159,-71.10451052,0.54
42.44989466,-71.10450371,0.55
42.44991701,-71.10449729,0.55
42.44996296,-71.10448324,0.88
42.44998556,-71.10447623,0.89
42.45000823,-71.10446955,0.89
42.45003254,-71.10446307,0.88
42.45007748,-71.10444882,1.57
42.45009994,-71.10444218,1.61
42.45012299,-71.10443530,1.61
42.45016908,-71.10442114,3.84
42.45019187,-71.10441440,3.82
42.45021482,-71.10440745,3.77
42.45023885,-71.10439990,3.84
42.45030687,-71.10437961,6.8
42.45032955,-71.10437285,6.34
42.45035240,-71.10436587,6.67
42.45037477,-71.10435933,6.8
42.45042095,-71.10434517,4.43
42.45044435,-71.10433853,4.67
42.45046647,-71.10433214,4.08
42.45048942,-71.10432522,4.43
42.45053561,-71.10431150,3.4
42.45055949,-71.10430405,2.04
42.45058232,-71.10429716,3.16
42.45060536,-71.10429021,3.4
42.45065239,-71.10427608,0.62
42.45067516,-71.10426895,1.18
42.45069753,-71.10426218,0.93
42.45072099,-71.10425536,0.62
42.45076671,-71.10424118,0.55
42.45078967,-71.10423388,0.39
42.45081296,-71.10422681,0.4
42.45083647,-71.10421902,0.55
42.45088235,-71.10420428,1.22
42.45090515,-71.10419700,1.37
42.45092922,-71.10418891,1.44
42.45095171,-71.10418139,1.22
42.45099756,-71.10416735,5.1
42.45101876,-71.10416116,5.08
42.45104125,-71.10415373,4.84
42.45106420,-71.10414650,5.1
42.45110981,-71.10413162,6.52
42.45113263,-71.10412443,6.44
42.45115603,-71.10411697,6.55
42.45117878,-71.10410985,6.52
42.45122395,-71.10409606,6.17
42.45124567,-71.10408990,6.09
42.45126841,-71.10408293,6.01
42.45129125,-71.10407620,6.17
42.45133793,-71.10406221,3.98
42.45136118,-71.10405569,3.88
42.45138392,-71.10404917,4.07
42.45140708,-71.10404323,3.98
42.45145107,-71.10403084,2.08
42.45147404,-71.10402434,2.09
42.45149709,-71.10401804,1.91
42.45152025,-71.10401143,2.08
42.45156622,-71.10399894,1.71
42.45158880,-71.10399235,1.2
42.45161153,-71.10398599,1.67
42.45163313,-71.10397864,1.24
42.45168015,-71.10396694,0.82
42.45170394,-71.10395991,1.24
42.45172736,-71.10395363,1.24
42.45177106,-71.10394125,0.82
42.45179478,-71.10393428,1.13
42.45181783,-71.10392794,1.03
42.45184172,-71.10392077,0.89
42.45189142,-71.10390410,1.13
42.45191602,-71.10389842,1.2
42.45193671,-71.10389319,1.2
42.45195940,-71.10388645,1.37
42.45200994,-71.10387111,1.95
42.45203420,-71.10386370,2.06
42.45205687,-71.10385694,2.18
42.45207430,-71.10385383,1.95
42.45212448,-71.10384036,4.83
42.45216859,-71.10382793,4.33
42.45219242,-71.10382175,4.57
42.45221217,-71.10381700,4.83
42.45225562,-71.10380464,5.48
42.45229000,-71.10378978,5.56
42.45231283,-71.10378312,4.41
42.45233485,-71.10377614,5.48
42.45237892,-71.10376436,2.39
42.45240185,-71.10375756,1.45
42.45242479,-71.10375059,2.31
42.45244816,-71.10374336,2.39
42.45249720,-71.10372508,0.83
42.45252165,-71.10371553,1.42
42.45254453,-71.10370850,1.27
42.45256951,-71.10370048,0.83
42.45260729,-71.10369479,1.31
42.45263066,-71.10368770,1.02
42.45265062,-71.10367854,1.03
42.45267378,-71.10367168,1.31
42.45272380,-71.10366284,2.3
42.45274824,-71.10365347,2.48
42.45277155,-71.10364639,2.63
42.45279658,-71.10363991,2.3
42.45284020,-71.10362484,6.8
42.45286334,-71.10361760,6.94
42.45288602,-71.10361003,6.39
42.45290906,-71.10360281,6.8
42.45295503,-71.10358860,11.9
42.45297769,-71.10358091,11.27
42.45300105,-71.10357390,11.72
42.45302382,-71.10356734,11.9
42.45306874,-71.10355260,17.66
42.45309196,-71.10354539,18.19
42.45311571,-71.10353859,17.69
42.45313849,-71.10353172,20.45
42.45318618,-71.10351897,19.99
42.45320950,-71.10351159,20.04
42.45323271,-71.10350457,20.45
42.45325529,-71.10349634,15.64
42.45330085,-71.10348092,18.28
42.45332407,-71.10347388,19.06
42.45334705,-71.10346678,15.64
42.45337010,-71.10345997,11.38
42.45341596,-71.10344540,11.12
42.45343856,-71.10343778,6.69
42.45346202,-71.10343101,11.38
42.45348419,-71.10342291,2.73
42.45353057,-71.10340922,1.97
42.45355370,-71.10340247,5.68
42.45357647,-71.10339556,2.73
42.45359973,-71.10338880,1.97
42.45364608,-71.10337473,2.08
42.45366789,-71.10336648,0.79
42.45369558,-71.10336469,0.47
42.45374230,-71.10335139,2.08
42.45376543,-71.10334472,0.43
42.45378858,-71.10333829,0.26
42.45381218,-71.10333136,1.06
42.45385858,-71.10331795,0.45
42.45388172,-71.10331138,0.25
42.45390476,-71.10330474,0.58
42.45392768,-71.10329821,0.45
42.45397400,-71.10328485,0.28
42.45399716,-71.10327813,0.37
42.45402021,-71.10327147,0.45
42.45406614,-71.10325739,0.28
42.45411223,-71.10324424,0.36
42.45413559,-71.10323743,0.4
42.45415864,-71.10323069,0.24
42.45418257,-71.10322443,0.36
42.45422872,-71.10321092,0.39
42.45425170,-71.10320427,0.28
42.45427453,-71.10319779,0.37
42.45429757,-71.10319135,0.39
42.45434432,-71.10317764,0.48
42.45436751,-71.10317087,0.54
42.45439071,-71.10316417,0.49
42.45441265,-71.10315675,0.48
42.45446054,-71.10314388,1.01
42.45448365,-71.10313708,0.94
42.45450674,-71.10313042,0.98
42.45452985,-71.10312376,1.01
42.45457579,-71.10311027,2.23
42.45459863,-71.10310363,2.38
42.45462130,-71.10309684,2.37
42.45464429,-71.10308973,2.23
42.45469011,-71.10307617,5.24
42.45471339,-71.10306931,5.2
42.45473629,-71.10306253,5.06
42.45475934,-71.10305567,5.24
42.45480508,-71.10304194,10.31
42.45482839,-71.10303522,9.71
42.45485125,-71.10302841,10.2
42.45487387,-71.10302212,10.31
42.45491918,-71.10300821,15.57
42.45494232,-71.10300121,16.1
42.45496531,-71.10299409,15.03
42.45501096,-71.10298052,16.68
42.45503398,-71.10297346,15.41
42.45505692,-71.10296685,17.39
42.45507993,-71.10295995,16.68
42.45512680,-71.10294614,10.69
42.45515001,-71.10293901,17
42.45517292,-71.10293225,18.24
42.45519577,-71.10292516,10.69
42.45524152,-71.10291175,9.86
42.45526452,-71.10290519,5.07
42.45528787,-71.10289842,4.27
42.45531084,-71.10289168,9.86
42.45535692,-71.10287841,1.85
42.45537969,-71.10287169,1.75
42.45540264,-71.10286514,3.74
42.45542585,-71.10285864,1.85
42.45544898,-71.10285199,1.75
42.45549503,-71.10283883,3.24
42.45551777,-71.10283258,2.64
42.45554066,-71.10282587,2.3
42.45558624,-71.10281167,5.49
42.45560878,-71.10280480,5.31
42.45563178,-71.10279819,5.33
42.45565492,-71.10279116,5.49
42.45570109,-71.10277761,9.58
42.45572417,-71.10277099,9.6
42.45574728,-71.10276417,9.56
42.45579233,-71.10275101,9.58
42.45583836,-71.10273694,15.87
42.45586170,-71.10273038,14.61
42.45588494,-71.10272386,15.76
42.45590811,-71.10271708,15.87
42.45595409,-71.10270387,18.66
42.45597740,-71.10269691,18.9
42.45600032,-71.10269036,18.88
42.45602406,-71.10268371,18.66
42.45606915,-71.10267076,15.09
42.45609192,-71.10266418,11.98
42.45611489,-71.10265776,14.84
42.45613825,-71.10265138,10.2
42.45618453,-71.10263876,6.4
42.45620741,-71.10263239,9.72
42.45623040,-71.10262628,10.2
42.45625257,-71.10262061,6.4
42.45629873,-71.10260805,5.62
42.45632211,-71.10260198,3.13
42.45634629,-71.10259558,2.37
42.45637038,-71.10258990,5.62
42.45641738,-71.10257839,1.2
42.45644040,-71.10257272,1.05
42.45646417,-71.10256699,2.68
42.45648685,-71.10256134,1.2
42.45653323,-71.10255037,0.58
42.45655608,-71.10254472,1.46
42.45658066,-71.10253927,0.73
42.45662718,-71.10252794,0.58
42.45665149,-71.10252269,1.27
42.45667421,-71.10251778,0.96
42.45669698,-71.10251222,0.83
42.45674433,-71.10250202,1.27
42.45676737,-71.10249679,1.52
42.45679022,-71.10249120,1.46
42.45681295,-71.10248608,1.62
42.45686044,-71.10247583,1.91
42.45688330,-71.10247081,1.79
42.45690669,-71.10246593,1.85
42.45692980,-71.10246091,1.91
42.45697944,-71.10245188,1.62
42.45700358,-71.10244653,1.87
42.45702698,-71.10244165,1.85
42.45709660,-71.10242816,1.62
42.45712017,-71.10242384,1.15
42.45714207,-71.10241976,1.17
42.45716509,-71.10241551,0.72
42.45718744,-71.10241089,1.15
42.45723743,-71.10240342,0.53
42.45726165,-71.10240033,0.38
42.45728628,-71.10239557,0.67
42.45731041,-71.10239182,0.53
42.45735887,-71.10238388,0.26
42.45738362,-71.10237987,0.41
42.45740794,-71.10237607,0.31
42.45745584,-71.10237003,0.26
42.45747998,-71.10236577,0.39
42.45750278,-71.10236226,0.31
42.45752581,-71.10235966,0.3
42.45757286,-71.10235428,0.39
42.45759565,-71.10235111,0.5
42.45761949,-71.10234875,0.48
42.45764340,-71.10234498,0.52
42.45768860,-71.10234054,0.5
42.45771282,-71.10233637,0.73
42.45773463,-71.10233414,0.74
42.45775809,-71.10233192,0.75
42.45780178,-71.10232846,0.73
42.45782508,-71.10232614,0.83
42.45784737,-71.10232380,0.87
42.45787013,-71.10232178,0.81
42.45791929,-71.10231811,0.83
42.45794249,-71.10231737,0.83
42.45796529,-71.10231476,0.67
42.45801329,-71.10231030,0.82
42.45803574,-71.10230968,0.64
42.45805987,-71.10230839,0.43
42.45808491,-71.10230650,0.63
42.45813185,-71.10230618,0.64
42.45815532,-71.10230375,0.43
42.45817922,-71.10230152,0.44
42.45820328,-71.10229889,0.33
42.45824931,-71.10229847,0.26
42.45827355,-71.10229825,0.44
42.45829771,-71.10229821,0.22
42.45832146,-71.10229611,0.2
42.45836551,-71.10229648,0.29
42.45838536,-71.10229414,0.31
42.45841047,-71.10229199,0.3
42.45846234,-71.10228879,0.36
42.45848848,-71.10228762,0.31
42.45850802,-71.10228636,0.1
42.45853695,-71.10228169,0.14
42.45856617,-71.10230126,0.11
42.45859514,-71.10259216,0.35
42.45859823,-71.10229379,0.1
42.45863345,-71.10227662,0.35
42.45864862,-71.10242553,0.34
42.45865917,-71.10227718,0.32
42.45913999,-71.10229724,0.19
42.45919057,-71.10229481,0.57
42.45921380,-71.10229662,1.36
42.45923658,-71.10229796,1.48
42.45928457,-71.10230198,1.48
42.45930580,-71.10230516,1.36
42.45932847,-71.10230690,1.48
42.45935261,-71.10230888,3.91
42.45939932,-71.10231493,3.67
42.45942277,-71.10231769,3.91
42.45944635,-71.10232024,3.91
42.45946976,-71.10232319,7.2
42.45951701,-71.10232889,7.44
42.45954062,-71.10233182,7.42
42.45956379,-71.10233480,11.63
42.45960912,-71.10234013,11.97
42.45963183,-71.10234350,11.84
42.45965433,-71.10234579,11.63
42.45967848,-71.10234780,18.59
42.45972549,-71.10235275,18.05
42.45974816,-71.10235450,18.38
42.45977163,-71.10235663,18.59
42.45979678,-71.10236023,16.92
42.45983687,-71.10235767,17.56
42.45985335,-71.10236002,15.98
42.45987933,-71.10236435,16.92
42.45989966,-71.10236684,10.13
42.45994270,-71.10236796,7.55
42.45996696,-71.10237116,10.04
42.45998858,-71.10237380,5.96
42.46004403,-71.10238558,3.61
42.46006232,-71.10238441,6.45
42.46008673,-71.10238715,5.96
42.46011488,-71.10239343,3.61
42.46015637,-71.10240041,3.73
42.46018063,-71.10240364,2.41
42.46020114,-71.10240501,2.05
42.46022736,-71.10240839,3.73
42.46027421,-71.10241467,3.05
42.46029720,-71.10241803,3.1
42.46124166,-71.10263225,6.52
42.46126436,-71.10263937,3.03
42.46130820,-71.10265377,7.08
42.46133301,-71.10266103,6.67
42.46135630,-71.10266813,6.93
42.46137202,-71.10267522,7.08
42.46141520,-71.10268970,10.65
42.46198709,-71.10288806,11.12
42.46200972,-71.10289686,2.97
42.46203771,-71.10290247,1.29
42.46206066,-71.10291120,1.06
42.46210090,-71.10293219,2.97
42.46211949,-71.10294387,0.42
42.46214215,-71.10295294,0.33
42.46216337,-71.10296293,1.3
42.46220888,-71.10298099,0.14
42.46223161,-71.10299000,0.11
42.46225114,-71.10300117,0.58
42.46230211,-71.10301637,0.14
42.46232488,-71.10302555,0.08
42.46233920,-71.10304010,0.3
42.46238474,-71.10303532,0.11
42.46243027,-71.10305408,0.08
42.46245298,-71.10306349,0.2
42.46247589,-71.10307286,0.11
42.46249875,-71.10308240,0.08
42.46256676,-71.10311137,0.2
42.46258938,-71.10312108,0.09
42.46261215,-71.10313091,0.08
42.46263497,-71.10314072,0.15
42.46268062,-71.10316061,0.09
42.46270331,-71.10317065,0.09
42.46272601,-71.10318061,0.13
42.46274855,-71.10319084,0.1
42.46278392,-71.10321758,0.09
42.46280759,-71.10322734,0.15
42.46283025,-71.10323779,0.13
42.46286217,-71.10324263,0.12
42.46289930,-71.10326872,0.15
42.46292157,-71.10327955,0.23
42.46294414,-71.10329046,0.25
42.46298923,-71.10331204,0.27
42.46301143,-71.10332319,0.23
42.46303725,-71.10333198,0.56
42.46306009,-71.10334287,0.57
42.46310456,-71.10336558,0.54
42.46312679,-71.10337672,0.56
42.46314898,-71.10338818,0.59
42.46317071,-71.10340002,0.58
42.46321438,-71.10342378,0.58
42.46323669,-71.10343538,0.59
42.46325952,-71.10344677,0.81
42.46328185,-71.10345840,0.83
42.46332642,-71.10348206,0.84
42.46334816,-71.10349400,1.27
42.46337050,-71.10350609,1.26
42.46341583,-71.10352957,0.92
42.46343697,-71.10354239,1.27
42.46346345,-71.10355192,0.73
42.46348610,-71.10356401,1.09
42.46352403,-71.10359250,1.11
42.46354613,-71.10360495,0.73
42.46356716,-71.10361806,1.02
42.46358906,-71.10363063,1
42.46363169,-71.10365662,0.39
42.46365366,-71.10366942,1.02
42.46367548,-71.10368223,0.29
42.46369817,-71.10369449,0.18
42.46374200,-71.10372033,0.36
42.46376361,-71.10373351,0.29
42.46378509,-71.10374687,0.09
42.46380685,-71.10376006,0.17
42.46385121,-71.10378602,0.09
42.46387165,-71.10380016,0.09
42.46389338,-71.10381349,0.11
